seed,strategy,eval_noise,evaluation_set,opponent,match_seed,score_per_turn,opponent_score_per_turn,cooperation,opponent_cooperation,mutual_cooperation
0,TFT,0.0,common_field,Grudger,2000000000000,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000001,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000002,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000003,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000004,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000005,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000006,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000007,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000008,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000009,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000010,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000011,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000012,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000013,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000014,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000015,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000016,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000017,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000018,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Grudger,2000000000019,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Joss (0.9),2000000000000,1.675,1.7375,0.325,0.3125,0.25
0,TFT,0.0,common_field,Joss (0.9),2000000000001,1.45,1.5125,0.2125,0.2,0.1375
0,TFT,0.0,common_field,Joss (0.9),2000000000002,1.6,1.6625,0.3,0.2875,0.25
0,TFT,0.0,common_field,Joss (0.9),2000000000003,1.9,1.9625,0.4,0.3875,0.25
0,TFT,0.0,common_field,Joss (0.9),2000000000004,1.575,1.6375,0.2375,0.225,0.0875
0,TFT,0.0,common_field,Joss (0.9),2000000000005,2.1,2.1625,0.425,0.4125,0.125
0,TFT,0.0,common_field,Joss (0.9),2000000000006,1.5625,1.625,0.3,0.2875,0.2875
0,TFT,0.0,common_field,Joss (0.9),2000000000007,1.9625,2.025,0.4875,0.475,0.45
0,TFT,0.0,common_field,Joss (0.9),2000000000008,1.725,1.7875,0.325,0.3125,0.2
0,TFT,0.0,common_field,Joss (0.9),2000000000009,1.1875,1.25,0.0875,0.075,0.025
0,TFT,0.0,common_field,Joss (0.9),2000000000010,2.625,2.625,0.625,0.625,0.25
0,TFT,0.0,common_field,Joss (0.9),2000000000011,2.5875,2.5875,0.5875,0.5875,0.175
0,TFT,0.0,common_field,Joss (0.9),2000000000012,1.4875,1.55,0.25,0.2375,0.2125
0,TFT,0.0,common_field,Joss (0.9),2000000000013,2.5,2.5625,0.6125,0.6,0.2875
0,TFT,0.0,common_field,Joss (0.9),2000000000014,2.0375,2.1,0.4,0.3875,0.1125
0,TFT,0.0,common_field,Joss (0.9),2000000000015,1.175,1.2375,0.1,0.0875,0.075
0,TFT,0.0,common_field,Joss (0.9),2000000000016,1.325,1.3875,0.1625,0.15,0.1125
0,TFT,0.0,common_field,Joss (0.9),2000000000017,1.2,1.2625,0.0875,0.075,0.0125
0,TFT,0.0,common_field,Joss (0.9),2000000000018,2.125,2.1875,0.4,0.3875,0.025
0,TFT,0.0,common_field,Joss (0.9),2000000000019,2.05,2.1125,0.4375,0.425,0.2125
0,TFT,0.0,common_field,Random (0.5),2000000000000,2.2625,2.2625,0.4875,0.4875,0.2
0,TFT,0.0,common_field,Random (0.5),2000000000001,2.05,2.05,0.4125,0.4125,0.1875
0,TFT,0.0,common_field,Random (0.5),2000000000002,2.1625,2.1625,0.4625,0.4625,0.225
0,TFT,0.0,common_field,Random (0.5),2000000000003,2.0125,2.075,0.4125,0.4,0.175
0,TFT,0.0,common_field,Random (0.5),2000000000004,2.175,2.2375,0.475,0.4625,0.2
0,TFT,0.0,common_field,Random (0.5),2000000000005,2.025,2.0875,0.4125,0.4,0.1625
0,TFT,0.0,common_field,Random (0.5),2000000000006,2.3625,2.425,0.5875,0.575,0.35
0,TFT,0.0,common_field,Random (0.5),2000000000007,2.2875,2.2875,0.525,0.525,0.2875
0,TFT,0.0,common_field,Random (0.5),2000000000008,2.1375,2.2,0.45,0.4375,0.1625
0,TFT,0.0,common_field,Random (0.5),2000000000009,2.2625,2.325,0.5125,0.5,0.225
0,TFT,0.0,common_field,Random (0.5),2000000000010,2.3,2.3,0.525,0.525,0.275
0,TFT,0.0,common_field,Random (0.5),2000000000011,2.5125,2.5125,0.6,0.6,0.2875
0,TFT,0.0,common_field,Random (0.5),2000000000012,2.3625,2.3625,0.5625,0.5625,0.325
0,TFT,0.0,common_field,Random (0.5),2000000000013,2.3,2.3,0.525,0.525,0.275
0,TFT,0.0,common_field,Random (0.5),2000000000014,2.3375,2.3375,0.5375,0.5375,0.275
0,TFT,0.0,common_field,Random (0.5),2000000000015,2.275,2.3375,0.5375,0.525,0.2875
0,TFT,0.0,common_field,Random (0.5),2000000000016,2.1375,2.2,0.45,0.4375,0.1625
0,TFT,0.0,common_field,Random (0.5),2000000000017,2.425,2.4875,0.6,0.5875,0.325
0,TFT,0.0,common_field,Random (0.5),2000000000018,2.1625,2.225,0.45,0.4375,0.1375
0,TFT,0.0,common_field,Random (0.5),2000000000019,2.3,2.3,0.525,0.525,0.275
0,TFT,0.0,common_field,Tester,2000000000000,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000001,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000002,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000003,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000004,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000005,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000006,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000007,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000008,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000009,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000010,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000011,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000012,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000013,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000014,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000015,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000016,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000017,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000018,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Tester,2000000000019,1.0125,1.075,0.025,0.0125,0.0125
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000000,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000001,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000002,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000003,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000004,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000005,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000006,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000007,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000008,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000009,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000010,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000011,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000012,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000013,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000014,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000015,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000016,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000017,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000018,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,common_field,Pavlov (Win-Stay Lose-Shift),2000000000019,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000000,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000001,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000002,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000003,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000004,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000005,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000006,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000007,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000008,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000009,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000010,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000011,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000012,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000013,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000014,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000015,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000016,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000017,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000018,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,ALLC,Memory-1(ALLC),2000000000019,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000000,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000001,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000002,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000003,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000004,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000005,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000006,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000007,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000008,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000009,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000010,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000011,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000012,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000013,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000014,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000015,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000016,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000017,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000018,3.0,3.0,1.0,1.0,1.0
0,TFT,0.0,self,Memory-1(TFT),2000000000019,3.0,3.0,1.0,1.0,1.0
0,TFT,0.05,common_field,Tit For Tat,2000000000000,2.675,2.675,0.675,0.675,0.35
0,TFT,0.05,common_field,Tit For Tat,2000000000001,2.325,2.325,0.5,0.5,0.175
0,TFT,0.05,common_field,Tit For Tat,2000000000002,2.7875,2.725,0.8,0.8125,0.6625
0,TFT,0.05,common_field,Tit For Tat,2000000000003,2.7625,2.7625,0.7625,0.7625,0.525
0,TFT,0.05,common_field,Tit For Tat,2000000000004,2.5375,2.5375,0.65,0.65,0.4125
0,TFT,0.05,common_field,Tit For Tat,2000000000005,2.35,2.35,0.5125,0.5125,0.1875
0,TFT,0.05,common_field,Tit For Tat,2000000000006,2.725,2.6625,0.6875,0.7,0.3875
0,TFT,0.05,common_field,Tit For Tat,2000000000007,2.4625,2.4,0.55,0.5625,0.2375
0,TFT,0.05,common_field,Tit For Tat,2000000000008,2.5875,2.5875,0.625,0.625,0.2875
0,TFT,0.05,common_field,Tit For Tat,2000000000009,2.575,2.6375,0.6875,0.675,0.4375
0,TFT,0.05,common_field,Tit For Tat,2000000000010,1.9375,1.9375,0.35,0.35,0.1125
0,TFT,0.05,common_field,Tit For Tat,2000000000011,2.65,2.775,0.825,0.8,0.725
0,TFT,0.05,common_field,Tit For Tat,2000000000012,2.15,2.0875,0.4,0.4125,0.1
0,TFT,0.05,common_field,Tit For Tat,2000000000013,2.6,2.725,0.7375,0.7125,0.5125
0,TFT,0.05,common_field,Tit For Tat,2000000000014,2.7875,2.6625,0.775,0.8,0.6375
0,TFT,0.05,common_field,Tit For Tat,2000000000015,2.5125,2.575,0.625,0.6125,0.3125
0,TFT,0.05,common_field,Tit For Tat,2000000000016,2.425,2.425,0.5625,0.5625,0.2625
0,TFT,0.05,common_field,Tit For Tat,2000000000017,2.725,2.6625,0.6875,0.7,0.3875
0,TFT,0.05,common_field,Tit For Tat,2000000000018,2.05,2.1125,0.4,0.3875,0.1
0,TFT,0.05,common_field,Tit For Tat,2000000000019,2.2125,2.15,0.4125,0.425,0.075
0,TFT,0.05,common_field,Always Defect,2000000000000,1.0125,1.325,0.0875,0.025,0.0
0,TFT,0.05,common_field,Always Defect,2000000000001,0.925,1.425,0.1125,0.0125,0.0125
0,TFT,0.05,common_field,Always Defect,2000000000002,1.1375,1.2,0.0625,0.05,0.0
0,TFT,0.05,common_field,Always Defect,2000000000003,1.05,1.3625,0.1,0.0375,0.0
0,TFT,0.05,common_field,Always Defect,2000000000004,1.0375,1.225,0.0625,0.025,0.0
0,TFT,0.05,common_field,Always Defect,2000000000005,1.025,1.275,0.075,0.025,0.0
0,TFT,0.05,common_field,Always Defect,2000000000006,1.0125,1.2625,0.075,0.025,0.0125
0,TFT,0.05,common_field,Always Defect,2000000000007,1.0875,1.2125,0.0625,0.0375,0.0
0,TFT,0.05,common_field,Always Defect,2000000000008,1.1,1.2875,0.0875,0.05,0.0125
0,TFT,0.05,common_field,Always Defect,2000000000009,1.0625,1.3125,0.0875,0.0375,0.0
0,TFT,0.05,common_field,Always Defect,2000000000010,1.125,1.25,0.075,0.05,0.0
0,TFT,0.05,common_field,Always Defect,2000000000011,1.025,1.275,0.075,0.025,0.0
0,TFT,0.05,common_field,Always Defect,2000000000012,1.175,1.425,0.1375,0.0875,0.0375
0,TFT,0.05,common_field,Always Defect,2000000000013,1.05,1.55,0.15,0.05,0.0
0,TFT,0.05,common_field,Always Defect,2000000000014,1.0125,1.325,0.0875,0.025,0.0
0,TFT,0.05,common_field,Always Defect,2000000000015,1.15,1.3375,0.1,0.0625,0.0
0,TFT,0.05,common_field,Always Defect,2000000000016,0.9875,1.2375,0.0625,0.0125,0.0
0,TFT,0.05,common_field,Always Defect,2000000000017,1.0125,1.1375,0.0375,0.0125,0.0
0,TFT,0.05,common_field,Always Defect,2000000000018,1.1,1.35,0.1,0.05,0.0
0,TFT,0.05,common_field,Always Defect,2000000000019,1.175,1.425,0.125,0.075,0.0
0,TFT,0.05,common_field,Grudger,2000000000000,1.2625,1.575,0.2125,0.15,0.125
0,TFT,0.05,common_field,Grudger,2000000000001,0.9375,1.4375,0.1125,0.0125,0.0
0,TFT,0.05,common_field,Grudger,2000000000002,1.9375,2.0,0.4625,0.45,0.4
0,TFT,0.05,common_field,Grudger,2000000000003,1.075,1.3875,0.1125,0.05,0.0125
0,TFT,0.05,common_field,Grudger,2000000000004,1.075,1.2625,0.075,0.0375,0.0
0,TFT,0.05,common_field,Grudger,2000000000005,1.2375,1.3625,0.1375,0.1125,0.075
0,TFT,0.05,common_field,Grudger,2000000000006,1.025,1.275,0.075,0.025,0.0
0,TFT,0.05,common_field,Grudger,2000000000007,1.2875,1.4125,0.1625,0.1375,0.1
0,TFT,0.05,common_field,Grudger,2000000000008,1.15,1.3375,0.1125,0.075,0.0375
0,TFT,0.05,common_field,Grudger,2000000000009,1.3625,1.6125,0.2375,0.1875,0.15
0,TFT,0.05,common_field,Grudger,2000000000010,1.325,1.45,0.175,0.15,0.1
0,TFT,0.05,common_field,Grudger,2000000000011,1.625,1.875,0.375,0.325,0.3
0,TFT,0.05,common_field,Grudger,2000000000012,1.3,1.55,0.2,0.15,0.1
0,TFT,0.05,common_field,Grudger,2000000000013,1.1625,1.5375,0.1625,0.0875,0.025
0,TFT,0.05,common_field,Grudger,2000000000014,1.825,2.0125,0.45,0.4125,0.375
0,TFT,0.05,common_field,Grudger,2000000000015,1.2,1.3875,0.125,0.0875,0.025
0,TFT,0.05,common_field,Grudger,2000000000016,1.2125,1.4625,0.175,0.125,0.1125
0,TFT,0.05,common_field,Grudger,2000000000017,1.175,1.175,0.075,0.075,0.05
0,TFT,0.05,common_field,Grudger,2000000000018,1.3,1.55,0.2,0.15,0.1
0,TFT,0.05,common_field,Grudger,2000000000019,1.25,1.5,0.1625,0.1125,0.0375
0,TFT,0.05,common_field,Joss (0.9),2000000000000,1.9625,2.0875,0.375,0.35,0.0625
0,TFT,0.05,common_field,Joss (0.9),2000000000001,1.6625,1.9125,0.3375,0.2875,0.15
0,TFT,0.05,common_field,Joss (0.9),2000000000002,2.275,2.2125,0.5,0.5125,0.275
0,TFT,0.05,common_field,Joss (0.9),2000000000003,1.575,1.6375,0.25,0.2375,0.125
0,TFT,0.05,common_field,Joss (0.9),2000000000004,2.475,2.35,0.525,0.55,0.2
0,TFT,0.05,common_field,Joss (0.9),2000000000005,1.725,1.975,0.35,0.3,0.125
0,TFT,0.05,common_field,Joss (0.9),2000000000006,1.8625,1.925,0.325,0.3125,0.0625
0,TFT,0.05,common_field,Joss (0.9),2000000000007,2.1625,2.1625,0.4125,0.4125,0.075
0,TFT,0.05,common_field,Joss (0.9),2000000000008,1.9,2.0875,0.3625,0.325,0.0375
0,TFT,0.05,common_field,Joss (0.9),2000000000009,1.9125,2.0375,0.35,0.325,0.0375
0,TFT,0.05,common_field,Joss (0.9),2000000000010,2.35,2.4125,0.5375,0.525,0.2125
0,TFT,0.05,common_field,Joss (0.9),2000000000011,2.4875,2.425,0.6375,0.65,0.475
0,TFT,0.05,common_field,Joss (0.9),2000000000012,2.1625,2.225,0.4625,0.45,0.175
0,TFT,0.05,common_field,Joss (0.9),2000000000013,2.0375,2.2875,0.475,0.425,0.1875
0,TFT,0.05,common_field,Joss (0.9),2000000000014,2.3125,2.5,0.6,0.5625,0.3375
0,TFT,0.05,common_field,Joss (0.9),2000000000015,2.125,2.3125,0.475,0.4375,0.15
0,TFT,0.05,common_field,Joss (0.9),2000000000016,2.1625,2.1,0.4625,0.475,0.275
0,TFT,0.05,common_field,Joss (0.9),2000000000017,2.1625,2.1,0.3875,0.4,0.05
0,TFT,0.05,common_field,Joss (0.9),2000000000018,2.25,2.25,0.5375,0.5375,0.3625
0,TFT,0.05,common_field,Joss (0.9),2000000000019,2.6,2.6,0.6375,0.6375,0.3125
0,TFT,0.05,common_field,Random (0.5),2000000000000,2.075,2.2625,0.475,0.4375,0.2
0,TFT,0.05,common_field,Random (0.5),2000000000001,1.925,2.175,0.4375,0.3875,0.1875
0,TFT,0.05,common_field,Random (0.5),2000000000002,2.3125,2.25,0.5,0.5125,0.2375
0,TFT,0.05,common_field,Random (0.5),2000000000003,2.2625,2.1375,0.4625,0.4875,0.225
0,TFT,0.05,common_field,Random (0.5),2000000000004,2.15,2.025,0.4,0.425,0.15
0,TFT,0.05,common_field,Random (0.5),2000000000005,2.05,2.175,0.4375,0.4125,0.1625
0,TFT,0.05,common_field,Random (0.5),2000000000006,2.425,2.4875,0.5875,0.575,0.2875
0,TFT,0.05,common_field,Random (0.5),2000000000007,2.2125,2.2125,0.5,0.5,0.2875
0,TFT,0.05,common_field,Random (0.5),2000000000008,2.0875,2.15,0.45,0.4375,0.2125
0,TFT,0.05,common_field,Random (0.5),2000000000009,2.3125,2.25,0.5,0.5125,0.2375
0,TFT,0.05,common_field,Random (0.5),2000000000010,2.475,2.35,0.575,0.6,0.35
0,TFT,0.05,common_field,Random (0.5),2000000000011,2.2375,2.3625,0.5375,0.5125,0.275
0,TFT,0.05,common_field,Random (0.5),2000000000012,2.55,2.3625,0.5875,0.625,0.3625
0,TFT,0.05,common_field,Random (0.5),2000000000013,2.1375,2.2,0.475,0.4625,0.2375
0,TFT,0.05,common_field,Random (0.5),2000000000014,2.55,2.3,0.5625,0.6125,0.3375
0,TFT,0.05,common_field,Random (0.5),2000000000015,2.3,2.3,0.525,0.525,0.275
0,TFT,0.05,common_field,Random (0.5),2000000000016,2.3,2.425,0.5625,0.5375,0.2875
0,TFT,0.05,common_field,Random (0.5),2000000000017,2.3,2.2375,0.525,0.5375,0.325
0,TFT,0.05,common_field,Random (0.5),2000000000018,2.35,2.2875,0.525,0.5375,0.275
